Year,ID,Name,Nationality,Age,Height,Weight,Preferred Foot,Body Type,Skill Moves,Weak Foot,Finishing,ShotPower,Positioning,Crossing,Marking,StandingTackle,SlidingTackle,Interceptions,ShortPassing,Vision,BallControl,LongPassing,Stamina,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Value,Wage,Contract Valid Until,AttackingScore,DefendingScore,FieldingScore,GoalkeepingScore
24,220196,David Robert Brooks,Wales,25,180,62,Left,Lean (170-185),4,3,71,70,75,76,47,49,44,43,78,77,79,67,42,8,14,9,13,7,5000000.0,37000.0,2026.0,82.15,51.10000000000001,72.35000000000001,15.950000000000001
24,220570,Jan Kacper Bednarek,Poland,27,189,77,Right,Lean (185+),2,2,19,25,26,44,74,72,71,76,68,52,59,55,64,11,13,16,7,9,4200000.0,34000.0,2025.0,39.65,74.05,59.5,17.799999999999997
24,220820,Mory Diaw,Senegal,30,197,98,Right,Normal (185+),1,2,19,54,13,17,22,19,18,18,31,42,24,25,31,74,73,72,73,75,3200000.0,13000.0,2026.0,29.950000000000003,28.3,33.0,73.25
24,221269,Jaïro Riedewald,Netherlands,26,182,79,Left,Normal (170-185),3,2,51,69,53,70,73,75,71,75,77,73,76,75,50,15,7,15,9,15,4400000.0,30000.0,2024.0,71.1,73.55,71.1,18.1
24,221908,Lewis Morgan,Scotland,26,178,75,Left,Normal (170-185),3,5,75,73,71,76,75,66,60,50,67,68,75,60,80,14,6,8,7,13,5000000.0,8000.0,2025.0,79.89999999999999,63.2,69.64999999999999,16.750000000000004
24,222390,Unai López Cabrera,Spain,27,170,68,Right,Normal (170-),3,3,71,76,68,73,69,70,59,71,82,74,78,76,78,9,13,12,13,15,4300000.0,16000.0,2024.0,80.4,68.05000000000001,76.75000000000001,17.5
24,222400,Harry Winks,England,27,176,70,Right,Normal (170-185),3,3,54,68,66,65,72,70,67,74,79,75,74,77,64,8,11,14,13,10,4300000.0,34000.0,2026.0,73.5,70.1,74.7,15.55
24,222429,Adrián Andrés Cubas,Paraguay,27,166,58,Right,Lean (170-),3,2,43,59,60,59,74,77,73,73,74,66,72,70,86,9,12,11,13,7,4300000.0,8000.0,2026.0,65.3,69.05,72.10000000000001,14.0
24,222475,Morten Thorsby,Norway,27,189,79,Right,Normal (185+),2,3,62,69,73,68,73,78,66,75,75,70,76,73,86,13,14,10,7,13,4800000.0,28000.0,2024.0,75.35,75.50000000000001,75.05000000000001,19.5
24,222724,Benson Manuel Hedilazio,Belgium,26,166,70,Left,Stocky (170-),4,4,67,75,66,70,29,34,35,39,71,71,76,62,73,16,12,8,16,15,5000000.0,39000.0,2027.0,80.05,41.6,70.85,19.8
24,223302,Fábio Samuel Amorim Silva,Portugal,27,170,64,Left,Normal (170-),3,3,74,68,73,63,47,66,63,65,71,79,76,70,85,12,9,11,9,8,4800000.0,6000.0,2024.0,80.45,59.75,74.9,14.95
24,223717,Dorukhan Toköz,Turkey,27,180,75,Right,Normal (170-185),3,3,63,78,70,66,73,74,76,74,76,72,76,74,75,8,10,10,15,12,4800000.0,14000.0,2026.0,78.7,74.0,74.94999999999999,16.65
24,224213,Tyronne Ebuehi,Nigeria,27,187,72,Right,Lean (185+),2,3,48,68,64,72,72,68,70,68,70,41,69,55,76,8,16,16,11,14,4400000.0,10000.0,2025.0,66.35000000000001,69.5,64.3,19.05
24,224263,Jonjoe Kenny,England,26,176,70,Right,Lean (170-185),3,2,30,74,64,69,68,76,76,80,67,55,71,67,75,6,13,16,13,15,4500000.0,13000.0,2025.0,66.65,73.60000000000001,67.10000000000001,17.75
24,224389,Carl Henrik Jordan Larsson,Sweden,26,175,68,Left,Lean (170-185),3,3,73,74,74,63,32,25,28,36,72,73,74,66,76,16,7,13,12,12,5000000.0,22000.0,2027.0,79.55,41.0,72.25,18.700000000000003
24,225995,Petar Stojanović,Slovenia,27,178,72,Right,Lean (170-185),3,3,41,68,65,77,67,76,73,66,73,62,73,73,81,7,8,11,11,7,4400000.0,10000.0,2024.0,69.05000000000001,69.65,70.6,14.9
24,226012,Ryan Phelim Manning,Republic of Ireland,27,173,72,Left,Normal (170-185),3,3,58,65,66,78,67,71,68,68,70,73,73,70,87,12,6,11,12,12,4400000.0,34000.0,2027.0,74.64999999999999,68.25000000000001,73.25000000000001,16.3
24,226129,Jon Gorenc Stanković,Slovenia,27,190,78,Right,Lean (185+),2,3,44,59,53,41,77,75,74,76,70,64,72,64,84,9,10,12,8,7,4300000.0,15000.0,2025.0,60.599999999999994,76.49999999999999,69.6,15.75
24,228635,Borja Mayoral Moya,Spain,26,182,74,Right,Normal (170-185),3,4,75,76,80,60,40,29,24,37,74,67,76,65,62,12,9,8,15,7,5000000.0,25000.0,2027.0,80.25,42.800000000000004,70.80000000000001,16.95
24,231240,Emre Mor,Turkey,25,169,60,Left,Lean (170-),4,3,63,69,65,63,40,36,33,35,68,65,78,62,69,13,10,7,13,6,5000000.0,29000.0,2025.0,77.1,42.35,69.89999999999999,15.6
24,231242,Adam Mohamed Ounas,Algeria,26,172,65,Left,Lean (170-185),4,4,64,68,68,68,28,54,47,47,72,72,78,65,71,8,6,8,7,12,5000000.0,27000.0,2024.0,77.7,48.60000000000001,71.6,14.15
24,231360,Jalil Juan José Elías,Argentina,27,175,69,Right,Lean (170-185),3,2,66,68,68,69,67,69,70,70,76,75,74,75,85,9,6,13,9,13,4800000.0,14000.0,2023.0,76.4,69.05,74.95,15.700000000000001
24,233230,Kevin Mac Allister,Argentina,25,175,72,Right,Stocky (170-185),2,3,54,58,66,51,74,76,75,73,69,64,71,58,90,8,6,7,12,8,4400000.0,13000.0,2026.0,67.25,74.8,69.5,15.9
24,234045,Henry Chukwuemeka Onyekuru,Nigeria,26,176,70,Right,Lean (170-185),4,4,70,72,75,66,37,38,25,21,65,64,73,61,70,12,9,9,6,11,5000000.0,23000.0,2025.0,78.15,37.10000000000001,67.45,15.700000000000001
24,235970,Mario González Gutiérrez,Spain,27,183,77,Right,Normal (170-185),3,3,78,73,80,66,18,15,18,16,65,72,73,61,75,5,15,15,6,13,4900000.0,9000.0,2024.0,80.9,28.7,69.35,16.85
24,238004,Albert Guðmundsson,Iceland,26,178,78,Right,Lean (170-185),3,4,74,74,69,63,25,39,43,29,72,70,77,63,79,5,10,7,6,6,5000000.0,24000.0,2024.0,80.5,42.15,72.35,14.25
24,238555,Jefferson David Savarino Quintero,Venezuela,26,169,66,Right,Normal (170-),4,4,70,78,67,68,36,42,30,30,70,70,76,58,81,7,13,6,15,12,5000000.0,8000.0,2025.0,80.0,41.6,71.1,15.9
24,240289,Fernando Calero Villa,Spain,27,183,71,Right,Lean (170-185),2,4,37,58,50,59,75,75,74,75,73,66,70,72,65,11,13,7,14,7,4200000.0,9000.0,2026.0,60.15,74.85,69.75,17.45
24,241973,Christopher Ramos de la Flor,Spain,26,190,82,Right,Normal (185+),3,2,78,70,69,66,39,24,25,26,64,66,72,60,65,11,10,9,8,7,5000000.0,27000.0,2028.0,78.95,38.699999999999996,66.0,17.55
24,242181,Vivaldo Borges dos Santos Neto,Brazil,26,185,84,Left,Normal (185+),3,3,48,55,68,71,70,70,69,69,69,66,73,63,81,10,7,14,6,10,4500000.0,16000.0,2024.0,68.0,71.55,70.55,16.1
24,246844,Carlos Neva Tey,Spain,27,174,64,Left,Lean (170-185),3,2,48,65,68,73,71,73,72,72,71,51,69,52,80,8,11,9,6,12,4400000.0,16000.0,2025.0,67.65,70.55000000000001,65.1,15.8
24,246914,Robert Samuel Rojas Chávez,Paraguay,27,176,75,Right,Normal (170-185),2,3,53,66,65,64,73,74,72,70,67,66,64,69,80,15,11,13,12,6,4400000.0,15000.0,2024.0,67.85,73.10000000000001,68.14999999999999,19.15
24,247450,Agustín Palavecino Lamela,Argentina,26,179,74,Right,Normal (170-185),4,3,68,79,72,72,57,68,67,63,74,78,76,73,68,11,15,14,11,9,4900000.0,17000.0,2025.0,82.4,64.25,74.5,17.6
24,247643,Filip Panák,Czech Republic,27,188,77,Right,Lean (185+),3,4,51,52,63,52,74,72,69,75,74,70,72,74,67,8,15,12,11,5,4200000.0,950.0,2025.0,66.65,74.24999999999999,72.5,17.35
24,253727,Lukáš Provod,Czech Republic,26,191,85,Left,Normal (185+),3,4,67,82,70,74,67,66,65,68,76,73,75,74,78,14,5,10,7,15,5000000.0,1000.0,2026.0,81.45,70.14999999999999,74.9,17.75
24,270046,Lukáš Sadílek,Czech Republic,27,179,64,Right,Lean (170-185),3,3,63,64,65,68,67,72,62,74,77,73,75,73,86,13,8,12,15,9,4800000.0,1000.0,2025.0,74.75,68.85,75.1,16.5
24,153048,Magnus Wolff Eikrem,Norway,32,184,69,Right,Lean (170-185),3,4,71,69,76,72,32,28,42,38,78,77,75,72,58,12,9,10,8,15,3300000.0,7000.0,2025.0,80.05,38.25,73.5,14.2
24,166074,Tiago Manuel Dias Correia,Cape Verde Islands,32,190,83,Right,Normal (185+),3,4,74,89,72,69,62,28,20,33,74,71,70,68,77,15,7,8,7,11,3300000.0,18000.0,2025.0,83.94999999999999,48.949999999999996,71.60000000000001,17.400000000000002
24,172723,Asmir Begović,Bosnia and Herzegovina,36,199,101,Right,Lean (185+),1,2,19,55,11,14,18,11,12,21,26,34,24,32,36,75,77,73,73,71,475000.0,8000.0,2024.0,27.899999999999995,28.450000000000003,33.6,73.19999999999999
24,175895,Vadis Odjidja-Ofoe,Belgium,34,185,79,Right,Normal (185+),3,4,64,78,75,71,68,68,66,71,78,77,76,75,64,10,16,11,13,9,1900000.0,1000.0,2024.0,80.3,70.9,74.35,17.65
24,176920,Miguel Ángel Torrén,Argentina,34,176,71,Right,Normal (170-185),2,3,44,54,52,48,76,73,72,73,73,60,65,75,71,13,15,9,16,11,1400000.0,12000.0,2025.0,59.15,74.35000000000001,68.4,19.950000000000003
24,179765,Emiliano Gabriel Vecchio,Argentina,34,177,84,Right,Stocky (170-185),3,3,70,75,74,75,55,62,58,64,77,80,75,72,64,9,16,8,10,7,2000000.0,17000.0,2024.0,81.85,63.15,73.9,16.750000000000004
24,182945,Max-Alain Gradel,Côte d'Ivoire,35,175,70,Right,Lean (170-185),4,4,73,74,75,66,31,40,35,51,71,77,77,66,69,11,12,8,10,12,1700000.0,10000.0,2025.0,82.0,46.2,72.95,16.150000000000002
24,183141,Oier Olazábal Paredes,Spain,33,190,86,Left,Normal (185+),1,3,14,54,13,23,15,18,16,20,34,47,20,36,42,73,73,72,74,73,1400000.0,6000.0,2025.0,29.400000000000002,27.45,38.1,72.35
24,183491,Mathias Jattah-Njie Jørgensen,Denmark,33,191,85,Right,Normal (185+),2,2,34,62,43,47,76,75,70,73,68,62,64,64,65,16,9,9,14,13,2000000.0,39000.0,2025.0,54.50000000000001,75.1,63.650000000000006,19.0
24,183520,Francisco Mérida Pérez,Spain,33,173,73,Left,Normal (170-185),3,3,69,78,70,72,70,70,68,70,76,81,76,77,68,11,11,8,6,10,2600000.0,10000.0,2023.0,81.15,69.65,74.7,14.55
24,183714,Simon Terodde,Germany,35,192,87,Right,Normal (185+),3,4,81,76,80,50,37,42,19,23,65,59,72,40,66,8,9,15,16,8,1800000.0,10000.0,2026.0,76.89999999999999,43.35000000000001,63.25,17.5
24,184111,Christian Benteke Liolo,Belgium,32,190,83,Right,Normal (185+),2,2,76,80,79,58,28,25,18,29,66,69,74,51,52,14,5,12,8,5,3400000.0,9000.0,2024.0,79.45000000000002,39.800000000000004,65.0,16.5
24,185144,Massimo Coda,Italy,34,184,73,Right,Normal (170-185),3,4,79,77,79,48,18,17,16,26,65,60,75,42,58,15,10,7,11,16,2100000.0,24000.0,2024.0,78.80000000000001,32.7,63.5,19.299999999999997
24,185239,Ömer Toprak,Turkey,33,186,83,Right,Normal (185+),2,4,33,62,36,49,77,75,74,74,68,59,66,64,60,11,8,11,12,15,2000000.0,18000.0,2024.0,56.099999999999994,75.5,65.95,18.45
24,186143,Oliver Norwood,Northern Ireland,32,175,69,Right,Lean (170-185),2,3,59,76,60,76,67,68,69,76,76,76,73,78,76,16,16,7,7,12,2800000.0,27000.0,2024.0,75.45,68.4,74.20000000000002,17.05
24,186148,Ron-Robert Zieler,Germany,34,188,81,Right,Normal (185+),1,3,10,53,15,15,20,12,13,21,25,42,22,22,32,72,71,70,75,76,725000.0,18000.0,2024.0,26.3,25.950000000000003,32.7,71.65
24,186197,Gaël Kakuta,Congo DR,32,173,72,Left,Lean (170-185),4,3,70,75,70,70,31,41,25,46,72,77,73,70,61,7,12,7,14,13,3300000.0,7000.0,2026.0,80.55000000000001,44.699999999999996,72.14999999999999,16.95
24,186351,Leroy Johan Fer,Netherlands,33,188,78,Right,Normal (185+),3,4,60,75,65,68,71,72,71,67,77,72,75,75,78,9,8,14,16,14,2100000.0,13000.0,2024.0,76.05,72.45,74.2,18.650000000000002
24,186392,Joel Ward,England,33,188,83,Right,Lean (185+),3,3,46,64,64,74,78,76,77,78,72,66,69,69,64,8,7,7,10,11,2200000.0,30000.0,2024.0,68.25,76.05000000000001,68.99999999999999,15.100000000000001
24,186561,Aaron James Ramsey,Wales,32,183,76,Right,Lean (170-185),3,3,61,74,74,70,66,67,67,65,81,78,82,74,51,6,11,5,10,8,3300000.0,17000.0,2025.0,80.2,65.95,74.85,13.100000000000001
24,186569,Sven Ulreich,Germany,34,192,87,Right,Normal (185+),1,2,12,47,8,14,16,18,14,14,34,42,22,30,29,75,69,62,73,77,725000.0,32000.0,2024.0,24.55,24.5,34.650000000000006,71.1
24,187132,Carlos Augusto Zambrano Ochandarte,Peru,33,185,77,Right,Lean (185+),2,3,41,63,40,51,72,75,76,69,72,45,67,72,67,14,12,13,12,14,2000000.0,1000.0,2024.0,59.75,73.85,65.55000000000001,19.5
24,187800,Mauricio Aníbal Isla Isla,Chile,35,176,75,Right,Normal (170-185),3,3,41,65,72,76,69,73,72,71,74,68,73,71,72,7,8,7,7,7,1300000.0,9000.0,2024.0,70.55000000000001,71.25,71.70000000000002,13.7
24,188938,Cristian Darío Álvarez,Argentina,37,186,83,Right,Normal (185+),1,3,11,53,17,14,12,14,15,24,25,31,22,44,38,76,71,70,75,74,475000.0,5000.0,2024.0,25.75,26.4,34.35,72.55
24,188942,Victor Wanyama,Kenya,32,188,79,Right,Normal (185+),2,3,59,79,55,59,71,72,68,70,73,56,76,73,82,6,14,10,13,16,2800000.0,8000.0,2024.0,73.0,74.70000000000002,71.85000000000001,18.75
24,189218,Ryan Jack,Scotland,31,182,72,Right,Normal (170-185),2,3,60,74,69,65,70,73,68,74,79,69,77,73,79,12,16,11,8,9,3500000.0,43000.0,2024.0,76.55,72.80000000000001,74.55000000000001,17.299999999999997
24,189456,Liam Cooper,Scotland,31,187,73,Left,Lean (185+),2,2,26,52,37,45,74,77,76,75,71,46,59,65,61,10,12,10,9,15,2900000.0,34000.0,2024.0,49.0,75.00000000000001,61.800000000000004,17.55
24,189860,Francisco Femenía Far,Spain,32,174,61,Right,Normal (170-185),3,3,53,56,64,75,73,72,71,72,74,67,74,63,75,16,15,7,15,11,2900000.0,24000.0,2025.0,69.95000000000002,70.5,70.0,19.15
24,190456,Nathaniel Edwin Clyne,England,32,175,67,Right,Stocky (170-185),3,2,54,73,66,77,75,74,74,74,73,66,73,66,62,10,11,13,15,7,2900000.0,30000.0,2024.0,74.6,72.65,69.60000000000001,16.650000000000002
24,190761,Tolgay Ali Arslan,Germany,32,180,77,Right,Normal (170-185),3,4,68,83,72,67,68,74,68,74,79,71,77,75,63,6,11,10,6,6,3300000.0,12000.0,2025.0,81.85000000000001,71.15,74.24999999999999,13.100000000000001
24,190885,Adam Smith,England,32,180,78,Right,Lean (170-185),3,3,52,72,65,69,74,75,74,69,74,68,74,64,75,8,9,15,9,6,2900000.0,36000.0,2024.0,73.1,72.1,70.85,14.95
24,192678,Enrique García Martínez,Spain,33,186,79,Right,Normal (185+),3,4,76,76,79,56,45,34,21,52,74,67,75,53,60,7,9,8,13,13,2700000.0,23000.0,2025.0,80.35000000000001,50.199999999999996,68.65,17.0
24,192679,Sergio Escudero Palomo,Spain,33,176,72,Left,Lean (170-185),3,2,55,79,67,75,78,73,71,75,74,66,73,73,69,9,15,7,13,14,2200000.0,10000.0,2024.0,75.05000000000001,73.2,71.14999999999999,17.7
24,192816,Leandro Daniel Cabrera Sasía,Uruguay,32,190,82,Left,Normal (185+),2,2,36,76,40,62,75,75,75,75,57,49,55,55,74,10,16,10,15,16,2700000.0,9000.0,2026.0,57.150000000000006,75.55,57.9,20.450000000000003
24,192906,Luis Miguel Rodríguez,Argentina,38,167,67,Right,Stocky (170-),4,4,76,78,78,72,32,48,42,40,73,81,81,69,66,7,7,14,10,13,1400000.0,11000.0,2023.0,85.35,48.05,75.35000000000001,15.75
24,192955,Mateusz Andrzej Klich,Poland,33,183,84,Right,Normal (170-185),3,3,72,67,72,68,68,70,60,67,77,77,75,73,76,11,16,12,11,14,2600000.0,8000.0,2024.0,79.0,68.00000000000001,75.15,18.200000000000003
24,193116,Maxime Gonalons,France,34,187,76,Right,Lean (185+),3,4,55,73,60,61,73,75,73,74,76,71,74,74,51,11,11,11,8,5,1400000.0,16000.0,2024.0,71.65,73.15,70.80000000000001,14.850000000000001
24,193133,Jens Stryger Larsen,Denmark,32,180,82,Right,Normal (170-185),3,3,58,69,70,72,71,71,69,69,70,67,74,69,80,7,8,12,7,9,2900000.0,36000.0,2025.0,73.80000000000001,70.7,71.35000000000001,15.0
24,193148,Vincent Le Goff,France,33,177,69,Left,Lean (170-185),3,3,58,60,69,72,74,74,72,74,70,62,71,69,82,6,11,7,16,8,2200000.0,19000.0,2024.0,71.55000000000001,72.1,70.1,14.5
24,193331,Karl Darlow,England,32,190,88,Right,Normal (185+),1,2,14,50,18,12,17,11,12,26,36,37,31,30,44,75,70,67,73,77,2100000.0,27000.0,2026.0,27.35,25.950000000000003,36.949999999999996,72.5
24,193881,Filip Đuričić,Serbia,31,181,74,Right,Lean (170-185),4,4,67,71,68,65,45,35,43,42,75,75,77,74,52,8,8,9,15,8,3500000.0,850.0,2025.0,78.59999999999998,46.45,72.45,14.85
24,194171,Knowledge Musona,Zimbabwe,33,177,71,Right,Lean (170-185),3,4,74,71,74,73,28,46,45,44,74,73,76,71,84,6,7,8,15,12,2600000.0,23000.0,2026.0,80.10000000000001,48.650000000000006,74.5,16.05
24,194201,Pontus Jansson,Sweden,32,194,86,Right,Normal (185+),2,3,29,68,28,29,75,74,71,74,69,50,66,62,54,9,5,14,6,7,2700000.0,8000.0,2027.0,53.699999999999996,75.35000000000001,62.65,14.350000000000001
24,194761,Borja García Freire,Spain,32,175,72,Right,Normal (170-185),3,3,71,67,73,70,45,73,59,66,78,75,76,75,64,9,13,13,12,16,3300000.0,22000.0,2024.0,79.7,62.50000000000001,74.15,18.050000000000004
24,194845,Wahbi Khazri,Tunisia,32,176,82,Right,Stocky (170-185),4,4,77,81,77,78,31,46,30,53,75,76,77,67,69,6,7,11,11,6,3400000.0,22000.0,2025.0,85.2,49.75,73.99999999999999,13.65
24,195033,Mathew Allan Leckie,Australia,32,181,82,Right,Normal (170-185),3,4,68,73,71,65,59,66,63,63,70,70,75,66,85,8,10,8,6,10,3300000.0,12000.0,2024.0,77.65,66.45,72.39999999999999,16.0
24,195202,Tom Cairney,Scotland,32,186,84,Left,Normal (185+),3,2,70,74,72,77,65,63,51,62,78,75,78,77,64,14,12,7,6,7,3300000.0,58000.0,2024.0,81.75,63.1,75.35,15.600000000000001
24,195412,Moisés Lima Magalhães,Brazil,35,184,76,Right,Normal (170-185),3,4,73,76,74,62,72,74,68,68,78,76,75,74,85,7,8,6,9,16,1700000.0,14000.0,2023.0,81.0,71.85,75.85,16.4
24,196885,Carlos Emilio Lampe Porras,Bolivia,36,192,84,Right,Normal (185+),1,3,17,52,17,14,23,25,22,27,25,55,30,21,35,72,73,69,76,75,475000.0,550.0,2024.0,31.9,33.2,35.9,72.0
24,196889,Simone Verdi,Italy,30,174,72,Left,Normal (170-185),4,5,73,74,74,72,40,48,48,36,76,73,75,71,62,12,10,7,15,9,4100000.0,5000.0,2025.0,81.45000000000002,44.6,72.75,15.350000000000001
24,197756,Jordan Pierre Ayew,Ghana,31,182,81,Right,Normal (170-185),4,3,71,75,74,72,51,58,47,50,73,72,77,54,73,6,8,7,16,8,3500000.0,36000.0,2024.0,81.25000000000001,57.45000000000002,71.1,16.0
24,198143,Samuel Sáiz Alonso,Spain,32,174,68,Right,Normal (170-185),4,3,72,76,74,74,27,30,20,25,77,69,77,68,75,9,9,14,15,15,3300000.0,17000.0,2024.0,81.55,36.699999999999996,73.30000000000001,18.400000000000002
24,198145,Sergio Ezequiel Araújo,Argentina,31,180,82,Right,Normal (170-185),3,5,74,77,77,59,50,40,53,38,70,73,77,67,85,13,12,13,7,15,3600000.0,1000.0,2024.0,81.10000000000001,51.8,73.6,18.800000000000004
24,198200,Benjamin Stambouli,France,32,180,80,Right,Normal (170-185),2,4,56,65,59,50,71,72,71,74,74,68,75,74,74,8,13,11,15,15,2800000.0,13000.0,2025.0,69.70000000000002,72.85,72.94999999999999,18.05
24,198230,Germán Sánchez Barahona,Spain,36,186,79,Right,Normal (185+),2,2,40,65,40,42,74,77,75,77,69,56,64,66,76,14,6,6,11,9,750000.0,6000.0,2024.0,54.150000000000006,75.7,64.55000000000001,16.05
24,198658,Fredrik Midtsjø,Norway,29,175,68,Right,Normal (170-185),3,3,58,73,66,71,75,73,67,75,75,77,72,74,86,8,12,11,13,13,4100000.0,14000.0,2025.0,75.5,74.15,76.1,17.549999999999997
24,198861,Nampalys Mendy,Senegal,31,167,73,Right,Normal (170-),3,3,49,62,56,61,75,75,73,73,78,63,78,72,51,14,12,9,12,15,3000000.0,26000.0,2025.0,68.65,73.45,70.7,18.7
24,199158,Sergio Álvarez Díaz,Spain,31,183,74,Right,Lean (170-185),2,3,60,78,64,54,70,71,69,75,71,73,71,72,89,12,13,16,16,8,3000000.0,9000.0,2024.0,74.15,72.95,73.0,18.2
24,199189,Ross Barkley,England,29,186,76,Right,Normal (185+),4,5,68,81,70,67,53,60,51,53,76,72,77,75,56,9,14,12,6,10,4100000.0,41000.0,2024.0,81.85000000000001,59.7,73.35,16.650000000000002
24,199244,Lukáš Hejda,Czech Republic,33,189,87,Right,Normal (185+),2,3,30,46,45,36,74,74,71,72,68,48,67,66,70,16,6,10,13,13,2000000.0,950.0,2024.0,50.349999999999994,74.85,64.1,18.85
24,199323,Jaroslav Zelený,Czech Republic,30,190,83,Left,Lean (185+),3,3,61,66,66,71,72,71,70,72,72,67,72,67,74,11,7,11,11,13,3600000.0,950.0,2025.0,73.75,72.9,70.94999999999999,18.200000000000003
24,199550,Bruno Maximiliano Martins Indi,Netherlands,31,185,76,Left,Normal (185+),2,3,38,57,42,59,77,76,74,75,69,40,62,66,68,11,9,7,15,6,2900000.0,9000.0,2025.0,54.5,76.05000000000001,61.5,16.1
24,199577,Sergi Gómez Solà,Spain,31,185,80,Right,Normal (185+),2,3,42,58,50,45,75,74,73,75,70,63,69,71,62,15,16,11,11,7,2900000.0,9000.0,2024.0,59.00000000000001,74.30000000000001,66.95,18.9
24,199626,André Filipe Brás André,Portugal,33,174,70,Right,Normal (170-185),3,4,66,74,75,71,70,72,68,63,78,76,76,75,74,9,11,15,9,7,2600000.0,10000.0,2024.0,79.8,68.9,75.75,15.6
24,199739,Josué Filipe Soares Pesqueira,Portugal,32,174,75,Left,Stocky (170-185),4,2,72,73,70,73,48,57,55,48,80,83,79,77,69,15,10,15,16,10,3300000.0,10000.0,2024.0,81.64999999999999,54.650000000000006,78.1,17.05
24,199776,Luca Caldirola,Italy,32,186,78,Left,Normal (185+),2,3,28,63,50,62,76,78,76,74,68,57,61,66,47,9,10,10,6,12,2700000.0,35000.0,2024.0,57.70000000000001,75.7,62.6,15.950000000000001
24,199792,Anders Christiansen,Denmark,33,175,68,Right,Lean (170-185),4,3,72,73,74,66,62,65,68,70,74,74,75,75,80,16,6,8,6,9,2600000.0,8000.0,2024.0,80.5,67.5,75.2,15.900000000000002
24,200223,Adam Maher,Netherlands,29,174,72,Right,Lean (170-185),3,2,66,75,66,71,70,73,71,76,74,69,76,74,82,15,7,7,11,8,3600000.0,19000.0,2025.0,78.3,71.60000000000001,73.9,15.5
24,200601,윤빛가람 尹光河,Korea Republic,33,178,75,Right,Lean (170-185),3,4,64,72,67,71,58,63,55,68,77,77,77,78,81,8,11,11,11,6,2600000.0,8000.0,2027.0,78.4,62.650000000000006,75.69999999999999,14.55
24,201290,Robert Žulj,Austria,31,189,89,Right,Normal (185+),3,3,75,78,79,74,49,29,35,28,77,78,77,75,68,8,12,11,9,10,3500000.0,20000.0,2027.0,83.85000000000001,44.8,75.2,16.65
24,202078,Darlington Joephillip Nagbe,United States,32,175,77,Right,Normal (170-185),3,2,63,74,60,49,66,63,61,63,84,69,79,75,85,6,8,12,7,13,3300000.0,8000.0,2023.0,75.15,65.75000000000001,78.2,15.350000000000001
24,202429,Danny Vieira da Costa,Germany,29,187,87,Right,Normal (185+),3,3,51,68,70,69,68,73,78,71,64,68,68,63,84,15,15,12,6,6,3700000.0,23000.0,2025.0,70.85000000000001,73.25,68.4,18.65
24,202697,Jack Stephens,England,29,185,75,Right,Normal (185+),2,2,36,55,47,47,75,78,72,74,70,56,70,67,63,13,10,11,13,10,3500000.0,35000.0,2025.0,57.95000000000001,74.24999999999999,66.15,17.4
24,202849,Jannik Vestergaard,Denmark,30,199,96,Right,Lean (185+),2,4,34,83,40,46,74,74,72,73,69,58,55,74,54,16,11,11,15,10,3500000.0,34000.0,2024.0,57.35000000000001,75.0,62.14999999999999,18.65
24,203177,Dimitri Foulquier,France,30,183,72,Right,Lean (170-185),3,3,59,71,72,70,72,74,71,75,67,61,67,64,77,11,7,6,10,14,3600000.0,25000.0,2025.0,72.15,73.60000000000001,67.15,17.15
24,203725,Virgil Roy Misidjan,Netherlands,29,173,70,Right,Normal (170-185),3,4,68,73,71,66,29,28,26,32,68,68,79,56,67,12,7,8,10,7,4100000.0,20000.0,2025.0,79.65,36.7,68.85000000000002,14.400000000000002
24,204121,Jakub Brabec,Czech Republic,30,186,77,Right,Normal (185+),2,3,42,67,52,54,73,75,74,73,68,65,66,70,66,10,12,6,16,7,,,,63.25,74.85,66.95,17.3
24,204152,Jens Jønsson,Denmark,30,182,78,Right,Lean (170-185),2,3,54,63,60,54,74,77,74,76,70,70,68,70,80,12,8,6,15,10,3500000.0,1000.0,2026.0,68.05000000000001,74.85,70.35000000000001,17.05
24,204308,Hendrik Van Crombrugge,Belgium,30,187,88,Left,Normal (185+),1,2,11,57,11,12,23,17,11,14,48,57,36,56,37,75,72,76,76,74,2800000.0,11000.0,2026.0,32.65,28.300000000000004,48.15,73.55
24,204341,Luís Carlos Novo Neto,Portugal,35,185,72,Right,Lean (185+),2,3,33,42,44,42,77,76,75,78,65,46,60,62,66,10,15,13,15,8,1100000.0,8000.0,2024.0,48.1,76.0,59.6,18.25
24,204688,Stefan Schwab,Austria,32,183,77,Left,Stocky (170-185),3,3,72,72,72,73,73,69,69,69,75,80,73,74,80,15,10,16,13,6,3300000.0,1000.0,2024.0,80.05,70.95,75.2,17.9
24,204699,Lorenzo António Melgarejo Sanabria,Paraguay,32,178,75,Left,Normal (170-185),4,3,73,79,73,70,41,62,60,57,65,64,75,63,80,6,10,12,15,9,3400000.0,1000.0,2024.0,80.30000000000001,58.5,69.35,17.05
24,204936,John Egan,Republic of Ireland,30,185,75,Right,Normal (185+),2,3,43,62,38,32,72,73,71,76,71,44,68,69,72,15,10,9,8,6,3500000.0,27000.0,2024.0,54.95,74.35000000000001,64.75,17.35
