Year,ID,Name,Height,Weight,Strength,Stamina,Agility,Composure
24,242202,Ferdy Druijf,190,83,83,70,60,63.0
24,242271,Andrew Irving,190,78,73,76,60,65.0
24,242623,Odin Luraas Bjørtuft,185,78,77,69,58,65.0
24,243619,Delano Burgzorg,188,80,74,66,77,63.0
24,244192,Thomas Mattias Poppler Isherwood,195,87,88,75,33,54.0
24,244209,Danny Marcos Pérez Valdez,181,68,64,75,83,56.0
24,244859,Jonas Benjamin Chimezie David,190,89,81,58,58,50.0
24,245054,Dong Kyeong Lee,175,69,62,77,74,62.0
24,245319,Igor Matheus Liziero Pereira,177,73,60,68,69,61.0
24,245364,Nabil Alioui,175,64,64,62,80,68.0
24,245622,町野 脩斗,185,77,74,73,68,66.0
24,246164,Lautaro Rodrigo Valenti,188,80,75,69,58,55.0
24,248137,Facundo Santiago Rodríguez,187,80,71,71,57,59.0
24,248165,Andrei Florin Rațiu,183,72,63,68,70,54.0
24,250818,Anderson Oliveira Silva,186,85,71,75,60,63.0
24,251287,Fabian Nürnberger,178,72,56,77,79,63.0
24,251373,Kai Klefisch,188,81,78,81,66,60.0
24,251560,Billy Mitchell,178,75,68,82,71,68.0
24,251599,Ricardo Rodríguez Gil Carcedo,175,70,51,64,78,68.0
24,251751,Saad Agouzoul,192,75,77,41,34,71.0
24,253122,Amadou Dante,179,70,62,82,86,63.0
24,253296,Mathías Nicolás Laborda Malseñido,182,72,72,67,66,52.0
24,253378,Tomás Aresta Branco Machado Ribeiro,185,77,75,73,61,61.0
24,253902,Nelson Jhonny Luis Cabanillas Jesús,170,66,68,62,77,70.0
24,253908,Mauro Luna Diale,173,69,58,73,85,74.0
24,255308,Renzo Damián Bacchia Rodríguez,185,80,64,28,39,44.0
24,255827,Ranko Veselinović,188,77,79,77,43,57.0
24,257384,Martín Rea Zuccotti,183,80,74,73,34,53.0
24,258464,Luka Lochoshvili,191,84,90,66,44,64.0
24,258718,Marko Ilić,191,81,71,32,36,47.0
24,259786,Federico Vera,178,74,65,83,81,64.0
24,260204,Elías Alejandro Ramos Castillo,171,75,65,85,76,59.0
24,261264,David Affengruber,185,79,74,73,71,70.0
24,261636,Wanderson Felippe Cardoso dos Santos,186,87,89,68,58,56.0
24,262255,Alex Bangura,183,68,76,90,80,60.0
24,271833,Enis Çokaj,176,69,64,71,70,70.0
24,273656,Léider Iván Berrío Peña,172,68,54,77,69,59.0
24,274024,Eden Karzev,186,75,72,71,66,66.0
24,276646,Robin Hranáč,189,87,84,61,52,50.0
24,215213,Axel Wilfredo Werner,191,85,75,38,34,52.0
24,220807,Max O’Leary,185,78,54,43,30,42.0
24,223909,Alex Palmer,191,85,63,27,34,31.0
24,226260,Andrea Cistana,185,78,70,70,70,60.0
24,227929,Ryan Wintle,180,64,65,85,74,66.0
24,232413,Anfernee Dijksteel,183,72,75,74,67,61.0
24,233484,Allan Campbell,174,74,71,84,72,70.0
24,233960,Lukas Mühl,189,83,81,67,54,58.0
24,234291,Leo Onni Artturi Väisänen,187,80,74,65,57,58.0
24,234814,Jean Ruiz,188,82,82,75,63,64.0
24,234941,Cameron Pring,185,71,69,76,70,58.0
24,235458,Cédric Kipré,193,90,92,67,44,56.0
24,235661,Doğucan Haspolat,177,75,66,76,75,68.0
24,236613,Lennart Grill,192,85,60,31,40,38.0
24,236963,Roland Csaba Niczuly,181,76,52,25,38,34.0
24,237809,Josh Bowler,175,75,46,68,78,58.0
24,238062,Beni Baningime,178,70,63,78,64,75.0
24,238580,Idriz Voca,181,74,71,77,66,64.0
24,238656,Steffen Tigges,193,90,87,75,40,63.0
24,240283,Vojtěch Vorel,190,74,25,16,41,33.0
24,241197,Abdulelah Ali Al-Amri,182,75,79,83,55,49.0
24,242629,João Gervásio Bragança Moutinho,182,71,70,71,67,58.0
24,242769,Samuel Marqus Lloyd Vines,177,73,67,78,75,66.0
24,243315,Daniel Gómez Alcón,178,69,70,69,70,72.0
24,248470,Johannes Handl,196,86,90,65,41,52.0
24,248559,Léo Pétrot,188,81,81,62,61,50.0
24,250946,Jannik Rochelt,182,76,60,76,77,63.0
24,253271,Thiago Gastón Cardozo Brugman,182,83,65,30,28,39.0
24,257283,Andreas Müller,173,70,45,77,82,70.0
24,259579,Ederson Salomón Rodríguez Lima,183,76,81,62,58,57.0
24,263099,Mees de Wit,181,78,68,84,54,62.0
24,268070,Luis Adrian Caicedo Valencia,187,90,83,80,55,63.0
24,268736,Simone Mazzocchi,178,70,64,68,72,66.0
24,270983,Clayton Fernandes Silva,184,78,78,65,65,66.0
24,277027,Michal Tomič,181,77,62,73,72,68.0
24,278110,Mihael Žaper,188,75,73,74,62,56.0
24,210347,Ivan Lučić,194,98,80,21,33,34.0
24,212487,Michael Rose,188,70,77,67,58,64.0
24,213933,Linus Egnell Wahlqvist,185,80,78,78,70,64.0
24,216003,Bartosz Kapustka,180,72,57,70,80,62.0
24,222328,Jonas Valentin Bager,182,79,77,72,70,62.0
24,222557,Justen Glad,185,72,73,76,49,66.0
24,223229,Cristian Marian Manea,183,77,72,80,68,61.0
24,223933,Håkan Gustaf Nilsson,197,87,80,69,40,67.0
24,225632,Oliver Burke,188,82,79,68,68,63.0
24,225853,Rayan Ny Aina Arnaldo Raveloson,182,73,74,84,77,68.0
24,225858,Marcos Ignacio Ledesma,191,81,60,30,38,50.0
24,226436,Hidde Willem ter Avest,182,78,72,79,65,68.0
24,229011,Kévin N'Doram,184,76,78,73,66,69.0
24,230074,Enock Kwateng,181,84,75,66,68,69.0
24,230737,Tobias Lauritsen,194,85,84,75,56,64.0
24,231436,Grady Diangana,180,73,58,66,78,60.0
24,232829,小川 航基,183,77,71,71,67,71.0
24,233222,Kamil Jóźwiak,176,70,68,70,85,62.0
24,233705,Jakob Lungi Sørensen,184,77,69,75,73,80.0
24,233917,Derek Germano Kutesa,177,76,72,68,86,66.0
24,234860,Amara Condé,173,67,66,80,83,72.0
24,234945,Max Besuschkow,187,81,74,76,61,67.0
24,235987,Iván Alejandro Gómez,167,60,68,79,71,68.0
24,236472,Agustín Ezequiel Cardozo,182,78,72,75,65,64.0
24,236507,Tomás José Conechny,176,65,42,73,87,57.0
24,236650,Jacob Brown,184,72,69,84,74,67.0
24,237378,Mihai Alexandru Dobre,178,71,69,72,85,66.0
24,237570,Tin Plavotić,197,92,92,70,37,50.0
24,237641,Ronaldo Rodrigues Tavares,192,85,87,65,55,65.0
24,237700,Oluwatosin Kehinde,178,75,62,72,85,68.0
24,238725,Kevin Tshiembe,185,80,80,71,72,67.0
24,239403,Miguel Loureiro Ameijenda,175,70,74,70,56,50.0
24,239439,Przemysław Płacheta,178,72,47,76,89,59.0
24,239571,Tim-Henry Handwerker,182,74,66,84,70,61.0
24,240099,Kevin Rüegg,173,80,77,70,70,68.0
24,240262,Jake Brimmer,169,68,56,91,68,66.0
24,240271,Dimitris Limnios,178,71,55,68,77,63.0
24,240543,Maxime Jean Roberto Leverbe,188,77,76,80,59,66.0
24,240628,Dario Šarić,180,70,66,80,70,72.0
24,240942,Fabio González Estupiñán,176,69,67,74,65,63.0
24,243354,Philipp Sander,185,76,65,76,74,64.0
24,244264,Amer Gojak,184,75,78,76,67,79.0
24,244491,Christoph Kobald,186,80,76,61,59,57.0
24,245218,Jérémy Bruno Guillemenot,184,75,66,73,67,59.0
24,245495,Danylo Ignatenko,189,84,86,78,59,65.0
24,246667,Joaquín Ariel Novillo,190,85,85,73,45,68.0
24,251292,Florian Kastenmeier,192,85,68,25,21,32.0
24,251842,Marius Ștefănescu,173,66,67,81,77,67.0
24,252150,Patrick William Sá De Oliveira,185,78,77,73,49,73.0
24,252168,Miguel Marcelo Brizuela,181,78,83,77,54,54.0
24,253238,José María Canale Domínguez,185,80,80,61,49,59.0
24,253264,Lucas Agustín Ocampo Galván,172,71,70,64,72,67.0
24,254238,Bryan Ignacio Carabalí Cañola,167,69,67,82,82,59.0
24,255835,Lars Olden Larsen,175,74,60,81,81,64.0
24,256689,Mamadou Lamine Gueye,178,74,67,69,76,68.0
24,256849,Mickaël Christophe Biron,170,71,67,76,77,68.0
24,258731,Nélson Conceição da Luz,177,74,64,77,74,60.0
24,259675,Berkan İsmail Kutlu,186,75,71,90,73,63.0
24,261262,Sasha Julián Marcich,176,74,61,66,74,56.0
24,262800,Mahir Mədətov,187,75,75,73,72,65.0
24,262898,Jason Ceka,169,63,34,63,91,66.0
24,263204,Matías Lisandro Mansilla,188,80,63,22,36,37.0
24,263649,Tim Oberdorf,186,81,74,69,65,60.0
24,268825,Aymen Dahmen,188,83,56,25,25,39.0
24,270069,Rodrigo Moura Nascimento,198,88,60,22,25,25.0
24,270834,Abderrahman Rebbach,176,72,72,59,58,54.0
24,272734,Bryan Reyna,170,70,41,65,88,53.0
24,272857,Santiago Rodríguez,171,73,68,58,68,70.0
24,275783,Kialonda Gaspar,193,88,88,69,41,62.0
24,211166,Jack David Vincent Whatmough,190,82,83,83,60,67.0
24,214877,Henrik Rørvik Bjørdal,188,86,86,90,70,70.0
24,219591,Stefan Simič,189,79,78,51,49,66.0
24,222576,Julio José Pleguezuelo Selva,180,70,66,64,73,69.0
24,223120,José León Bernal,185,82,77,82,62,67.0
24,223905,Perry Ng Tian-Hee,180,77,70,83,64,65.0
24,224543,Maksymilian Stryjek,188,82,69,42,31,38.0
24,224859,Nikolai Rohde Laursen,183,78,57,64,75,65.0
24,225441,Kasey Palmer,175,68,70,49,76,71.0
24,225529,Nathan Raphael Pelae Cardoso,189,78,76,67,70,61.0
24,225679,Luis David Cangá Sánchez,191,89,81,79,50,60.0
24,226468,Andrea Favilli,191,85,75,55,57,67.0
24,227511,Nicolai Rapp,186,81,75,69,55,59.0
24,229623,Hugo Domingos Gomes,187,81,83,63,52,67.0
24,230836,Erlend Dahl Reitan,180,74,72,83,77,61.0
24,232545,Nathan Paul Broadhead,178,73,58,65,70,62.0
24,232849,小川 諒也,183,78,79,82,71,63.0
24,234795,Antoine Joseph Emmanuel Bernède,178,73,60,68,74,68.0
24,235166,Mohanad Abdulkadhim Qasim Al Jebur Jeahze,165,72,57,89,81,62.0
24,235215,Giovanni Crociata,174,67,60,70,82,59.0
24,236244,Toby Peter Sibbick,188,75,76,69,57,52.0
24,236246,Oviemuno Dominic Ejaria,188,74,63,71,90,67.0
24,236330,Valentin Alexandru Cojocaru,195,89,63,28,43,37.0
24,236466,Clément Jerome Michelin,179,70,61,78,69,63.0
24,237077,Frank Thierry Boya,195,83,91,83,42,68.0
24,239438,Teenage Lingani Hadebe,187,84,82,63,49,59.0
24,239808,Michal Sáček,178,72,66,78,82,70.0
24,242325,Malcom Sylas Edjouma Laouari,191,88,89,79,60,69.0
24,242503,Eryk Williamson,175,70,70,76,72,70.0
24,243255,Marco Túlio Oliveira Lemos,177,71,64,66,85,71.0
24,243787,Ylber Ramadani,185,72,71,85,57,64.0
24,243970,Moritz-Broni Kwarteng,175,69,45,66,81,66.0
24,244204,Nikola Katić,194,90,84,68,33,65.0
24,250810,Marvin Ekpiteta,193,84,83,64,44,67.0
24,252275,Nikola Šipčić,192,87,83,72,64,65.0
24,254245,Timo Becker,190,81,78,77,51,62.0
24,256021,Mohamed Tijani,190,90,90,51,59,72.0
24,256088,Michael Alexander Carcelén Carabalí,188,85,80,73,60,65.0
24,257407,Raúl Alberto Lozano,179,79,62,81,68,61.0
24,258328,Kewin Oliveira Silva,189,84,58,25,37,38.0
24,260022,Gustavo Manuel Navarro Galeano,190,92,92,68,49,65.0
24,269889,Ulises Ortegoza,180,80,57,54,69,59.0
24,269962,Daniel Elfadli,188,78,66,74,58,65.0
24,201299,Nicola Leali,188,78,65,27,34,60.0
24,209232,Ľubomír Šatka,188,78,75,61,64,58.0
24,211536,Mark O'Hara,188,80,74,86,66,69.0
24,213829,Alberto Cerri,194,91,90,64,45,68.0
24,214038,Sergio Andrés Mosquera Zapata,185,77,90,50,52,63.0
24,215638,Liam Lindsay,193,89,83,70,45,60.0
24,215700,Luke Terry O'Nien,174,74,74,91,77,63.0
24,218887,Olivier Custodio Da Costa,180,74,67,90,64,66.0
24,219852,Alex Ferrari,191,80,67,71,63,68.0
24,220065,Ettore Gliozzi,180,82,77,62,61,62.0
24,220139,Sammie Szmodics,168,64,55,83,90,63.0
24,220172,Saidy Janko,181,83,79,70,75,66.0
24,220915,Gabriele Moncini,183,75,67,70,73,65.0
24,220940,Cameron Mark Thomas Brannagan,180,71,63,90,73,69.0
24,221664,Wilder José Cartagena Mendoza,180,77,73,80,76,54.0
24,222378,Lucas Matías Suárez Scalarea,184,81,79,68,57,70.0
24,222544,Efthymios Koulouris,186,82,76,69,67,69.0
24,224094,Janik Jay Bachmann,196,84,85,82,34,65.0
24,225589,Jason Kerr,190,83,84,78,61,66.0
24,226130,Florian Miguel,179,70,74,75,69,68.0
24,227911,Randall Enrique Leal Arley,169,66,40,75,81,70.0
24,227932,Lukas Thomas Fröde,192,85,84,79,49,62.0
24,229574,Arturo Calabresi,186,75,75,68,57,67.0
24,229842,Diego Fernando Herazo Moreno,180,81,75,72,73,59.0
24,230042,Youssef Aït Bennasser,184,74,68,62,68,69.0
24,230506,Adão Dênis Salvador Vidigal,174,69,52,53,87,58.0
24,230912,Paolo Ghiglione,191,80,72,55,64,64.0
24,231137,Domen Črnigoj,185,70,71,71,82,66.0
24,231353,Emmanuel Iyoha,191,86,77,79,72,67.0
24,231465,Jordy Joâo Monroy Ararat,185,70,63,74,71,58.0
24,231749,Miguel Juan Llambrich,170,67,63,69,74,62.0
24,231848,Quentin Boisgard,174,75,72,76,65,67.0
24,232459,Carlos dos Santos Rodrigues,183,84,79,70,61,63.0
24,233314,Russell Canouse,178,76,78,81,68,67.0
24,234072,Anthony Ralston,183,78,78,78,70,72.0
24,234740,Mohamed El Hankouri,176,68,56,66,77,66.0
24,235056,Chance Ba-Muaka Simakala,180,76,57,77,76,64.0
24,235522,Aleix Febas Pérez,172,64,61,76,87,73.0
24,236241,Guillermo Viscarra Bruckner,190,80,51,28,23,41.0
24,236633,Juan Francisco Bauza,177,75,70,73,82,67.0
24,237147,Juan Camilo Chaverra Martínez,185,75,62,25,32,30.0
24,237631,Lebo Mothiba,182,78,70,62,60,73.0
24,237943,Daniel George Scarr,188,80,87,74,50,62.0
24,239432,Adrian Grbić,188,82,80,73,66,68.0
24,239608,Antonio Cristian Glauder García,183,76,78,80,61,58.0
24,240343,Antonio Luca Fiordilino,178,68,63,76,80,66.0
24,240992,Nahuel Estévez,181,77,57,73,74,68.0
24,241139,Benjamin Tiedemann Hansen,189,80,81,75,53,54.0
24,241827,Martín Aguirregabiria Padilla,178,72,61,69,68,61.0
24,241927,Juan Ignacio Méndez,175,69,67,68,75,74.0
24,241992,Gabriel Jhon Cortéz Casierra,179,85,71,68,65,71.0
24,242050,Eduardo José Sosa Vegas,170,75,65,68,80,67.0
24,243628,Aleksandar Vukotić,201,95,95,61,37,57.0
24,245247,Fabricio Domínguez Huertas,177,69,58,86,78,50.0
24,245535,Abdulkadir Parmak,176,70,68,75,80,69.0
24,246011,Víctor García Raja,181,77,62,70,63,57.0
24,246405,Bryan Dennys Angulo Tenorio,183,75,77,76,82,64.0
24,246562,Deian Cristian Sorescu,176,72,64,88,82,62.0
24,247086,Louka Daniel Prip Andreasen,182,72,66,81,76,68.0
24,251325,Marco Meyerhöfer,179,72,66,81,77,63.0
24,253249,José Ignacio Florentín Bobadilla,181,80,75,85,66,67.0
24,253654,Andy Jeferson Polar Paredes,165,58,57,82,82,66.0
24,254198,Ángelo Ademir Campos Turriarte,182,82,66,28,53,41.0
24,258599,Robert Ivanov,197,85,83,64,46,64.0
24,258626,Danel Sinani,185,70,72,64,68,66.0
24,259776,Ricardo César Lagos Puyén,175,70,58,72,67,60.0
24,259921,Victor Edvardsen,185,86,82,75,67,68.0
24,260686,Ronie Edmundo Carrillo Morales,188,81,80,73,63,53.0
24,261000,Rubén Darío Ríos,174,68,59,81,61,55.0
24,262299,Rubén González Alves,184,77,74,64,66,56.0
24,262447,Andrea Compagno,194,84,84,76,57,73.0
24,262955,Nicolas Wimmer,190,88,84,73,58,58.0
24,270478,Marcos Vinícius Sousa Natividade,174,65,46,69,72,57.0
24,106795,Gianluca Pegolo,184,76,54,33,50,55.0
24,143809,Muhammet Demir,180,72,67,66,74,70.0
24,165531,Víctor Ismael Sosa,179,74,72,64,68,73.0
24,168965,Rémy Riou,189,81,75,32,39,48.0
24,172716,Alejandro López Sánchez,177,71,61,70,69,68.0
24,176246,Alessio Bottani,170,64,35,73,81,64.0
24,176545,Christian Camilo Marrugo Rodríguez,175,75,72,44,57,68.0
24,176994,Régis Gurtner,182,82,68,38,32,59.0
24,177448,Gustav Svensson,184,77,80,71,47,67.0
24,177553,Adelino André Vieira de Freitas,172,73,54,49,72,72.0
24,177569,Jonathan de Guzmán,173,70,61,62,72,67.0
24,178287,Scott Harry Nathaniel Arfield,179,80,64,56,69,74.0
24,178475,Daniel Ciofani,191,82,79,33,32,74.0
24,178614,Fernando Lopes dos Santos Varela,183,83,86,69,58,68.0
24,179931,Cédric Mickael Avinel,187,85,83,72,66,70.0
24,180174,Björn Kopplin,184,80,74,82,69,65.0
24,180706,Craig George Cathcart,190,83,76,54,49,70.0
24,180818,David McGoldrick,183,74,72,60,68,72.0
24,182520,Martin Männel,183,80,61,34,44,47.0
24,182632,Rúben Tiago Rodrigues Ribeiro,175,67,56,57,72,83.0
24,183130,Marc Albrighton,175,74,58,66,61,70.0
24,183573,Norman Theuerkauf,183,80,80,78,66,65.0
24,183973,Loïc Nestor,179,70,79,89,70,65.0
24,184716,Joseph Michael Allen,170,62,50,71,81,76.0
24,185427,Ørjan Håskjold Nyland,192,90,70,33,45,39.0
24,186139,Matty James,181,86,70,67,58,71.0
24,186408,Sebastián Bruno Fernández Miglierina,167,65,44,52,78,66.0
24,186598,Kyle Naughton,179,73,68,60,71,67.0
24,186651,Güray Vural,177,65,57,69,74,69.0
24,186695,Ezequiel Matías Muñoz,186,86,77,51,48,69.0
24,186748,Vitor Hugo Gomes da Silva,183,81,75,56,60,70.0
24,186998,William Paul Yarbrough Story,188,75,75,34,40,48.0
24,187157,Matt Godden,180,74,68,68,67,71.0
24,187858,Paul-José M'Poku Ebunge,180,79,71,68,71,74.0
24,188094,Jonathan Peter McLaughlin,188,83,61,33,58,52.0
24,188166,Matt Phillips,183,75,76,59,74,67.0
24,188337,Mubarak Wakaso,171,66,73,75,82,70.0
24,189043,Daniel Brosinski,178,70,62,68,74,67.0
24,189059,Jake Livermore,181,91,74,72,62,72.0
24,189388,Dennis Diekmeier,188,79,74,68,58,70.0
24,189410,Danny Latza,179,77,67,80,71,67.0
24,189482,José Antonio Ríos Reina,180,78,79,85,71,62.0
24,189557,Andrea Rispoli,188,78,74,73,65,59.0
24,189561,Bengali-Fodé Koita,186,86,79,63,68,57.0
24,189661,Álvaro Giménez Candela,183,83,72,76,70,55.0
24,189946,Vincent Manceau,176,70,65,73,65,71.0
24,190034,Timothée Kolodziejczak,185,75,77,61,67,65.0
24,190084,Panagiotis Tachtsidis,191,90,84,72,37,68.0
24,190544,Adem Ljajić,182,80,51,34,64,70.0
24,190583,Michael John Smith,194,86,90,75,34,65.0
24,190669,Oscar Erik Jansson,187,82,60,35,28,56.0
24,190854,Peter Pekarík,177,73,62,65,73,70.0
24,192071,Marco D'Alessandro,173,65,38,63,89,69.0
24,192156,Rúben Alexandre Rocha Lima,177,69,66,64,68,69.0
24,192201,Peter Anders Abrahamsson,190,90,70,25,38,49.0
24,192242,Paul Lasne,186,77,75,66,63,69.0
24,192658,Sebastian Alexander Jung,179,72,63,55,68,72.0
24,193092,Marco Rojas,168,64,33,71,83,67.0
24,193185,Scott Malone,189,75,69,77,70,64.0
24,193427,Florin Berenguer-Bohrer,180,70,64,70,69,71.0
24,193468,Loris Benito Souto,186,85,75,86,71,66.0
24,193510,Diego Martín Novaretti,193,91,87,54,30,53.0
24,193631,Christian Groß,183,75,69,68,55,73.0
24,193706,Dario Đumić,193,85,83,35,40,64.0
24,193849,Conor Hourihane,180,70,64,74,67,70.0
24,193860,Thorsten Schick,180,73,68,69,68,69.0
24,193942,Jack Colback,177,77,59,67,64,67.0
24,194015,Julian Börner,188,86,81,75,64,63.0
24,194063,Ján Greguš,189,79,73,73,66,69.0
24,194149,Fredrik Ulvestad,183,84,75,81,70,72.0
24,194846,Florent Olivier Sylvain Hanin,177,73,71,83,81,70.0
24,194916,António Filipe Norinho de Carvalho,187,83,63,25,49,41.0
24,195361,Javier López Rodríguez,180,78,75,74,65,69.0
24,195586,Alfreð Finnbogason,184,80,75,41,64,83.0
24,196316,Brice Maubleu,192,83,62,25,31,44.0
24,197240,Nahir Besara,182,76,69,72,70,67.0
24,197382,Georgios Efrem,171,66,50,56,77,61.0
24,197954,Gjermund Åsen,182,71,65,76,71,70.0
24,198079,Marcel Büchel,175,71,61,80,75,65.0
24,198147,Mark van der Maarel,178,78,66,79,66,66.0
24,198377,Liam Jordan Palmer,183,81,78,77,66,67.0
24,198489,James Joseph McClean,180,70,71,81,70,66.0
24,198633,Antony Iannarilli,188,82,49,35,56,48.0
24,198705,Andy Aryel Najar Rodríguez,171,69,66,59,71,69.0
24,198783,Javier Fabián Toledo,190,89,86,53,47,76.0
24,198836,Vincent Pajot,180,70,71,74,71,67.0
24,199313,Abdoulaye Bamba,182,72,65,65,72,59.0
24,199537,Joffrey Cuffaut,180,74,76,83,75,69.0
24,200138,Michael Hector,193,82,83,52,44,62.0
24,200168,Jonathan Steve Heris,188,80,81,74,55,52.0
24,200302,Graeme Shinnie,175,72,66,82,73,68.0
24,200408,Ben Gibson,185,78,80,64,47,55.0
24,200502,Marc Martínez Aranda,186,72,45,25,58,17.0
24,200641,Yevhen Konoplyanka,178,70,71,37,76,75.0
24,200672,张琳芃,185,80,84,81,58,67.0
24,200696,Hobie Verhulst,193,92,66,45,42,38.0
24,200954,Denis Thomalla,186,75,64,84,68,69.0
24,201285,Christian Lund Gytkjær,185,77,75,50,65,70.0
24,201335,Federico Javier Santander Mereles,187,84,84,55,60,72.0
24,201346,Liam Boyce,184,75,79,71,74,74.0
24,201447,Sebastian Francisco Lletget,178,69,76,78,75,75.0
24,201707,Attila Csaba Fiola,183,78,62,69,72,58.0
24,201925,Kevin Kraus,190,89,90,67,45,60.0
24,201939,Cristiano Piccini,189,79,76,67,63,74.0
24,201953,Juan Manuel Sánchez Miño,177,76,66,63,68,70.0
24,201982,Jonathan Schmid,179,79,73,57,73,72.0
24,202087,Johannes Geis,181,81,71,64,65,75.0
24,202170,Michael Joseph Boxall,188,91,91,67,47,60.0
24,202605,Goran Alexander Sjöström Milošević,192,82,82,72,57,67.0
24,202686,Nahki Wells,170,69,55,69,77,68.0
24,202749,김오규 Oh Gyu Kim,182,75,84,70,60,56.0
24,202858,Fabián Andrés Castillo Sánchez,182,80,72,73,88,66.0
24,202886,Benjamin Kevin Siegrist,194,85,69,34,32,39.0
24,203138,Joshua Charles Scowen,178,74,70,85,78,62.0
24,203161,Marcel Franke,193,90,90,60,37,56.0
24,203224,Curtis Edward Good,187,85,84,78,53,67.0
24,203237,유상훈 柳相勋,194,84,60,32,44,59.0
24,203423,Lawrence Andrew Kingsley Thomas,191,91,70,32,52,52.0
24,203590,Florian Hübner,193,83,79,54,50,65.0
24,203604,David Pavelka,185,81,75,66,64,71.0
24,203633,Massimo Bruno,178,75,66,64,73,78.0
24,203749,Sonny Bradley,196,90,81,67,55,62.0
24,204387,Juan Carlos Real Ruiz,183,73,60,70,70,71.0
24,204464,Joe Ralls,178,70,58,74,68,70.0
24,204825,Ben Wilson,190,76,56,22,32,43.0
24,204908,Dieumerci Ndongala,170,59,31,65,89,72.0
24,205212,David Ferreiro Quiroga,170,63,33,36,85,63.0
24,205351,Alex David Pritchard,168,62,30,53,85,67.0
24,205496,David Nicolás Andrade,190,85,77,32,37,63.0
24,205565,Dave Bulthuis,192,78,91,69,40,54.0
24,205584,Michael Uzoukwu Absalom Jude Ihiekwe,185,80,83,79,66,64.0
24,205618,Sandy Walsh,185,73,68,81,67,68.0
24,205670,Dwight Gayle,174,78,54,53,77,67.0
24,205691,Raffaele Pucino,183,74,67,82,73,67.0
24,205850,Leonardo Pavoletti,188,85,81,54,56,66.0
24,205887,Cauley Woodrow,184,74,71,76,65,66.0
24,205934,Nicola Murru,180,74,61,69,68,67.0
24,205972,Rúben Daniel Bentancourt Morales,184,80,69,74,79,61.0
24,205983,Damjan Đoković,188,85,86,75,67,71.0
24,205995,Jetro Willems,177,87,78,66,64,69.0
24,206171,Ocimar de Almeida Júnior,180,72,74,70,60,75.0
24,206307,Jérémy Frick,192,90,71,28,42,36.0
24,206313,Joseph Romeric Lopy,181,68,79,91,77,66.0
24,206485,Rudy Camacho,185,79,81,78,41,68.0
24,206653,Brad Potts,188,81,78,86,64,66.0
24,207740,Issa Kallon,165,64,46,69,88,59.0
24,207876,Alexander David González Sibulo,177,75,78,85,76,66.0
24,207887,Fabian Schnellhardt,180,73,72,73,77,69.0
24,208052,Andrew Kyere Yiadom,180,75,67,83,75,64.0
24,208073,안영규 安杨奎,185,81,82,68,67,62.0
24,208146,Davide Adorni,185,78,66,71,66,65.0
24,208459,Mitchell Dijks,194,90,90,61,46,73.0
24,208636,이명주 李明柱,176,72,71,77,80,63.0
24,208764,Zlatan Alomerović,187,85,70,24,39,52.0
24,208835,Youssouf Yacoub M'Changama,175,69,67,90,89,67.0
24,208974,Hattan Sultan Bahebri,172,70,68,76,78,57.0
24,209005,Luis Carlos Cardozo Espillaga,180,75,76,66,62,66.0
24,209072,Carlos Gregorio Rivero González,179,80,81,63,63,49.0
24,209423,Mathieu Michel,189,84,63,35,30,53.0
24,210006,Thomas Dähne,193,84,68,38,36,48.0
24,210761,Rodolfo Gilbert Pizarro Thomas,178,71,66,73,71,67.0
24,210923,Mohammed Al Owais,185,75,62,35,62,49.0
24,211003,정우영 郑又荣,187,78,73,77,56,56.0
24,211098,Bradley Dack,173,71,77,54,77,71.0
24,211177,Arnór Ingvi Traustason,183,75,68,90,79,68.0
24,211239,Corentin Jean,170,70,56,65,85,67.0
24,211267,Adrián Ricardo Centurión,174,71,53,58,80,80.0
24,211327,Mauro Daniel Goicoechea Furia,186,82,70,37,33,65.0
24,211565,Higinio Marín Escavy,184,74,72,35,63,61.0
24,211818,Kevin Möhwald,182,75,67,60,66,67.0
24,211872,Philip Heise,184,78,71,76,67,68.0
24,212002,Haris Tabaković,194,90,86,66,60,65.0
24,212035,Jérémie Bela,173,71,56,75,91,65.0
24,212066,이기제 李基济,175,68,68,82,77,65.0
24,212192,Julian Green,173,70,59,77,84,64.0
24,212208,Leonel Ezequiel Galeano,183,84,76,66,54,60.0
24,212249,Sebastian Kerk,184,76,63,78,72,66.0
24,212350,Loïs Diony,183,82,76,61,63,68.0
24,212401,Steven Moreira,179,75,67,81,76,64.0
24,212424,Wil Trapp,173,69,64,78,66,70.0
24,212484,Wesley James Burns,173,68,64,87,85,68.0
24,212509,Carlos Antonio Ascues Ávila,187,78,80,75,60,65.0
24,212592,Andrew Farrell,180,75,81,78,73,64.0
24,212714,Tiago Matías Casasola,189,80,82,74,63,68.0
24,212747,Tomás Martínez,170,61,41,72,82,73.0
24,212830,Awer Bul Mabil,178,73,54,67,83,61.0
24,212889,Josué Humberto Gonçalves Leal Sá,187,78,77,71,62,68.0
24,212911,Hernâni Jorge Santos Fortes,179,73,59,62,83,67.0
24,212933,Laurent Depoitre,191,91,91,64,32,72.0
24,213497,Jacob Hugo Une-Larsson,181,74,71,73,61,60.0
24,213620,Felipe Andrés Mora Aliaga,175,68,67,53,74,69.0
24,213778,Thomas Lehne Olsen,187,78,82,76,65,68.0
24,213839,Baptiste Guillaume,189,86,83,71,77,72.0
